Name,PostTitle,PostDescription,Date,Time,ReplyCount
dancinginflames,I am lost - @dancinginflames - Sexually transmitted diseases - 20111226,"I've had anal warts for about 11 months , in these past months I've seen 3 doctors and one speicialist inregards to treatement.I was told by two doctors that I NEED surgery, once I went to the speicialist he stated I would need 6 to 12 treatments of freezing them off.I did the treatment about 3 times, but only to tell they were getting bigger.Once I got my health insurance I went to visit a dermatologist and an Internal Medicine doctor, they both referred ALDARA, however I know I have internal warts.I have yet to get ALDARA due to the high cost of it and the fact Surgery might be a better option since I do have internal warts.A year later, I am still mad at myself, insecure, and now I have someone amazing in my life and it's put so much pressure in my mind to figure this out. What should I do?! ","November 21, 2011 ",  9:26 am,2 
Walter,Inspire is hiring!,"Inspire is hiring, and we're wondering if you know someone who would be the perfect addition to our team.Hello everyone,I'm Walter, one of Inspire's founders and the head of our technical team. I'm writing today because we're looking to expand the team that develops the technology behind Inspire, and would love to hear from people you'd recommend.In a nutshell, we're looking for someone with outstanding technical skills who is excited by the good work we do at Inspire, and the chance to join our team.Below is a complete description of the position. We hope you'll forward a link to this post to friends, colleagues and family members who fit the bill. Anyone can apply by sending a cover letter and resume to jobs@inspire.com.Thank you so much for your help, and for being part of Inspire!Here's the job description:-----Healthcare Social Network DeveloperInspire, the leading social network for health, is looking for a talented developer with a broad set of skills to join our team.Inspire's social network, created in partnership with over 70 of the most respected national patient advocacy organizations, helps over 200,000 members find support when faced with serious medical conditions.You don't need to have previous experience in healthcare, but you do need to be interested in building systems that help patients and caregivers connect and engage. If you get excited about using your skills to improve people's lives in a direct and tangible way, we want to meet you.ResponsibilitiesThe position we're hiring for encompasses a mixture of engineering and general development responsibilities:Building and maintaining features for Inspire using mod_perl, MySQL, Template Toolkit, and other open source technologies.Working with the development team to take features from concept to implementation, creating working features from design comps.Contributing to the design, evolution and maintenance of the architecture that powers Inspire.Performing quality assurance on Inspire features (contributing to code review and functional testing).Constructing e-mail blasts for partners and customers, writing and coding surveys for clients, writing Web site copy, and other general contributions that keep Inspire running.Core SkillsBack-end Web development (Perl, or demonstrated mastery of a comparable language)Front-end Web development (XHTML, AJAX)Excellent writing skillsSearch engine optimizationConversion (getting visitors to become members)Bonus points for system administration skillsBenefitsCompetitive salaryStock optionsHealth insuranceRetirement benefitsTalented, creative co-workersTo be considered, send your resume and a portfolio/description of your work to jobs@inspire.com.----- ","December 25, 2011 ", 10:24 pm,15 
dancinginflames,"Cost of surgery, insurance? - Sexually transmitted diseases","I've been advised by 3 doctors that I NEED surgery for the removal of anal warts and most likely are internal, anyone been through the surgery in the anal area?whats the cost like? process? HELP ME I am so scared, I've been infected sicne December of 2010 I've had a few freezing treatmenst, it never worked for me, now in need of surgery. ","January 17, 2012 ", 10:08 pm,0 
JohnNovack,The Inspire Q&A--Inspire talks with Michele Baldwin,"Dear readers, We at Inspire are pleased to bring you the latest in a series of interviews with people making contributions to patients and caregivers worldwide. We are posting these interviews in a Q&A format as a news feature for members of all communities on Inspire. Terminally ill with cervical cancer, Michele Baldwin became the first woman in history to paddleboard 700 miles down the Ganga River in India. Baldwin  completed the journey, the Starry Ganga expedition, in the late fall of 2011 to raise awareness of the disease and funds for its treatment through the Global Initiative Against HPV and Cervical Cancer. Her friend, filmmaker, Nat Stone, accompanied Baldwin. While making scheduling stops along the Ganga River (sometimes known as the Ganges), Baldwin met with medical leaders in India. Baldwin, a Buddhist, chose India for her trip as India has the highest amount of deaths annually from cervical cancer. Cervical cancer is the second most deadly cancer among women worldwide, and is an especially serious problem in India, where it kills 74,000 women a year.A mother of three, Baldwin, is a member of the National Cervical Cancer and HPV Coalition Support Community on Inspire. I spoke to her by phone at her New Mexico home, where she is now on hospice care. Inspire: Because you decided to make this very public gesture, you are a symbol to many now with cervical cancer and with cancers of all types. Why do you think you have gotten this reception?  Baldwin: It means the world to me. I think I represent a part of what we as people have inside of us, and that is strength in the face of adversity. Many, many people are afraid to act on that strength for whatever reason. There’s a million and one excuses not to do the things we dream of, and many people are just unable to do those things. I wasn’t sure I could do this trip at all. I remember going for a long work in New Mexico and I could barely walk 100 yards. Yet I now hold the world’s record for paddleboarding for women. I doubled the next farthest distance so far. In the beginning in India, even on the plane over, I didn’t know any single day that I could do it. But I did. Inspire: Was there a time during the trip when you knew you could complete it? Baldwin: Yeah, it was about three days before Varanasi, the last city of the expedition, and I realized that I was going to do it, and I would have paddled the whole 700 miles and I really felt proud. It meant a lot to me. People don’t want to really talk about cervical cancer prevention but they will talk about an amazing deed. So, by having done this trip I can bring the conversation back to my favorite topic and ask if they’ve had a pap test this year, or have they considered Gardasil for their children. And by doing that, I save lives. What I did, in and of itself didn’t save my life, and it didn’t save anyone else’s life. But having it as a conversation starter, I’d like to think that I’m helping people live their best life by inspiring them, and I know so many women have gotten pap tests after hearing my story.  Inspire: From reading your blog and the interviews you’ve given, it’s clear that you’re funny. How has humor helped you in your illness? Baldwin: All I can speak for is myself, and I’ve always had a sense of humor. One of my favorite my favorite jokes is, “What do you call a girl with multiple lymphomas?”Inspire: What?Baldwin: A lymphomanic! (laughs) I would say that on my way into surgery, and I would say it as often as I could around the hospital. I do know there have been many times when I’ve been in chemotherapy, or in surgery, and I’m telling jokes and I’m lightening the mood for everyone else, but I knew deep inside that I was really scared. And so, I check myself with that. I make sure that I’m not masking. I usually do say at some point, “I am scared,” and I think that’s important to do. The other day my son was looking at a little Mexican knickknack I had and I said, “Go ahead, take it, please,” and he said, “I can wait a month.” That little scoundrel! (laughs) So, I think when there are things people are afraid of and things people tiptoe around, then I head straight into it. Inspire: Is there anything you’d like to add? Baldwin: I’m very human. I don’t want anyone putting me up on any pedestal. I’m no different from anyone else in your communities who may read about me. I’ve come home now. I’m in a lot of pain. I’m in bed most of the time now, and I’m asking myself, “What am I going to do with this now, struggling with this new level of health?” I can’t paddleboard, I can’t snowboard, I can’t run, I can’t go to the gym. And so, I haven’t figured it out yet, what I’m going to do. But like I said, I’m going to go out with a bang, so I’m not going to go out laying here in bed, I don't think. I’ll figure something else out, and that’s the struggle we all have, is how to live our best with what we have. Cervical Cancer Awareness month is January. To learn more, go to www.nccc-online.org and www.GIAHC.org. ","January 18, 2012 ",  2:28 am,0 
inchick,"PAPSMEAR TEST SHOWED I HAVE BACTERIAL INFECTION, COCCOBACILLUS - Sexually transmitted diseases","About over a month ago I have met this airline pilot, who became my boyfriend. Just two weeks ago, i noticed my vaginal discharge became white and later on the inside of my vagina became very itchy and red.. my discharge turned from white to greenish and it has a very foul smell. i told my bf about it and he seems to not care about me. so, i went to visit an ob gyne by myself , and she said that it could be Trichomoniasis.. so she prescribed antihistamine and Doxyn and Flagystatin for 7day treatment and i also had papsmear test that day. i just got the result today of my papsmear and it appeared that i have bacterial infection. organisms morphologically consistent with coccobacilli.. so again my obgyne prescribed 3 Flagystatin and 6 Lactacyd Vaginal Gel. and i am seeing her again next month for another papsmear test. could this be chlamydia? is this dangerous? i just feel so alone now because my bf doesnt even bother to check on me or even text me if im doing okay. we havent seen each other for a month now , because he said he's busy doing flights and could see me coz he needed sleep. i feel like i had been taken for granted.. will i get well? please help.. thank you so much in advance.. ","Dec 27, 2011",8:42 am,0 
kisscat (Inactive),you need to know about herpes - Sexually transmitted diseases,"Herpes is one of the most misunderstood std's out there. The simple truth is that 90% of the adult population has it but doesn't realize it. If you ever get a fever blister you have herpes. The only difference between mouth herpes and the other kind is simply where it's located. It's the same virus, resting at the back of your brain untill something triggers it and you get an outbreak. There is no difference in oral herpes and the other kind, just the location, and there is no cure for herpes, though drugs such as Valtrax can stop an ourbreak once you get one. Odds are these wrestlers already had the virus and why the big to do here is beyond me. You may know more about herpes on the dating and support site POZloving. Good luck to you all! ","December 27, 2011 ",  8:42 am,0 
Walter,Following: A new Inspire feature,"Hello everyone,I'm writing to let you know about a new Inspire feature that we launched last night, designed to help you keep track of conversations you're interested in. We call it ""following"" and here's how it works.First, whenever you reply to a post, you'll see a checkbox under the area where you type your reply that says ""Follow replies."" It's checked by default. Keep that checkbox checked and you'll receive an e-mail notification whenever there are new replies to the post. Previously, you only heard about new replies if you were the author of the original post, or someone replied directly to you. Now you'll receive a notification of any new replies. We added this because we heard from many of you that you often have new replies in posts but don't receive notifications about them, because they weren't made directly to you. Not to mention that if you're participating in a conversation, you're probably interested to hear what everyone else has to say. Here's what that checkbox looks like:If you're worried about getting too much e-mail, we did do some things to keep the amount of e-mail you receive from us reasonable. Specifically, we've starting combining notifications of replies to posts into fewer e-mails. Instead of sending you an e-mail for every reply, we now e-mail you only on the half hour, telling you about all new replies in that period, in a single e-mail. This cuts down on the amount of e-mail you receive from us, but gives you all of the same information.The follow feature also lets you sign up for notifications of replies to posts you are not participating in. To follow a post in this way, just click the ""Follow replies"" link in the toolbar displayed at the bottom of every post. You'll receive notifications no different than if you were participating in the conversation. Here's what that link looks like:We've also added a page where you can review and manage the list of posts you're following, here.And of course, you can manage your message preferences here.We hope this feature is a help and makes using Inspire much easier. Feel free to let us know in the replies if you have feedback or questions.Thanks,Walter ","December 27, 2011 ",  1:02 am,111 
RoxxieBlue,Well that was an experience,"Home from my colposcopy appointment. They found 4 'abnormal' areas and took 5 biopsies. I am in a lot of pain. The highlights:1.The HPV I have *is* one of the ones that cause cancer. 2. I turn 27 (ouch) in 6.5 months, so if they want to give me guardasil to treat the HPV, i have to start right away. Doctor is going to be contacting my insurance to get me approved. 3. It's the holiday season and so i wont get the pathology results until the middle of next month. Appointment on the 14th at 9:30 (bonus of being on this site is i now have a written down reminder, sweet). 4. I got a free nuvaring and i didn't have to pay a co-pay this time. Yay money. My doc laughed at me when she asked how i was and i said 'well i dont have the HPV that causes warts, so i feel pretty awesome even though I just basically said I'd rather have cancer than warts. Man I'm shallow.'So one milestone down, many more to go. Apparently it takes up to 2 years to clear this up. ","December  2, 2011 ",  9:49 am,4 
kissis46,BIOPSIES,i'M KIND OF WORRIED THAT MY GYNO IS WAITING 6 MONTHS INSTEAD OF 3. ,"November 21, 2011 ",  8:27 pm,0 
Coco_21,Just Found Out I Have HPV PLEASE HELP ME ANSWER THESE QUESTIONS SO WORRIED! - Sexually transmitted diseases,"When i was 16 i was tested hpv positive, and when i had gone to the clinic i asked the doc about it and she said it would go away on its own. when i was 16 i believe is when hpv was new to the media.i am now 21 and have recently got a papsmear again, i just got a call today and have been told im hpv postitive (still) my pap was abnormal and i need to go in for a coloscopy. i was devistated.a few months ago i was having bleeding when i wasnt on my period so i went to the doc and they put me on birth control it has sorta improved. but now i was reasearching cervical cancer and they said ""vaginal bleeding"" is a symptom. i am seriously freaking out. i really want kids one day and am just terrified. so my concerns is, should i have not waited? do you think from my age 16 till now it has gotten worse? is the unusual bleeding from something else possibly? coloscopy can it tell immidiatly what is wrong? is there anyway u can turn out fine? im really worried and have no one to talk to about this. if you have any knowledge on this please let me know and give me your feedback it would be much appreciated ! i have only had sex with one person which really sucks also the way life works. again thank you so much. ","November 16, 2011 ", 12:49 pm,3 
Invisiblemom,Genital Herpes after divorce - Sexually transmitted diseases,"New here.  was diagnosed w/genital herpes over 20 yrs ago.  This was a lovely gift from my then fiance who i ended up marrying.  After 22 years of marriage we are now divorced and I'm not really sure how to go on with a ""normal"" sex life.  I think one of the reasons I stayed for so long was that I didn't think anyone else would ever want me because of it.  Has anyone moved forward with their lives? ","August 25, 2011 ",  6:12 pm,0 
Brian,Patient-driven research,"I'd like to share with you a new Inspire report, The SCAD Ladies Stand Up: Stories of Patient Empowerment, which chronicles patient-initiated research in our community. This amazing patient-driven effort led the Mayo Clinic to launch a major new clinical study two months ago. The story centers around women with a rare heart disorder, and it exemplifies the ways in which patients empower themselves. Congratulations to everyone involved in the research project, and thanks to our partner, WomenHeart: The National Coalition for Women with Heart Disease.Brian ","October 14, 2011 ",  5:56 pm,0 
lovelygirl (Inactive),coping with hpv - Sexually transmitted diseases,I really would like to know how do you cope with having genital warts? ,"October 13, 2011 ", 11:47 am,6 
JohnNovack,The Inspire Q&A: Inspire talks with Mithra Behnam Mojtahedi,"Dear readers, We at Inspire are pleased to bring you the latest in a series of interviews with people we feel are making contributions to helping patients worldwide. We are posting these interviews in a Q&A format in my Journal as a news feature for members of all communities on Inspire.The Inspire community now is approaching 200,000 registered members worldwide. There are some members who are noteworthy for where they’re from, what they’ve experienced, or how they interact with fellow members. Mithra Behnam Mojtahedi of Tehran, Iran, is a standout mainly because of the poetic way she writes, and the deep connections she has made with fellow members from the US, Canada, the UK, and elsewhere. “My friends here and I are now a family stretched around a circle with a diameter of more than 6,000 miles,” Mithra has observed. Inspire, you likely know, is headquartered in Princeton, NJ, and most members are from North America. She joined Inspire as a caregiver for her parents. (Her mother died May 8, 2010, of esophageal cancer, and her father died January 25, 2011, from lung cancer.) She remains an active member of several Inspire communities, particularly the Lung Cancer Survivors Support Community, offering advice and comfort from a caregiver’s perspective. She is involved with the Iranian non-governmental organization SEPAS (which means THANKS, and stands for Salamati Pas Az Saratan, “Health after cancer”).Her involvement, and the contributions of other members from countries far from New Jersey, help enrich the online community. One member wrote to her recently, “Your words soothe and encourage like a loving hug.” Another, from the US Midwest, said, “Here we are speaking comfortably with people hours away from us. I like this. And the most wonderful part is that we are more similar than we are different.”I interviewed Mithra recently via email. Our online conversation follows: Inspire: What do you recall about first posting to an online community here?Mithra: My first post received 10 replies, from kind welcomes to serious questions and information. This was really heartwarming and encouraging. I thought that I have landed in the best territory, where sharing and inspiring were the codes! This touched my heart. Inspire: Did you have concerns about joining a US-based online community, in that you don't share much by way of background with most of the members of the communities? Mithra: No, not at all. I was well acquainted with the social media and knew the mechanisms well. The main cause for which we registered ourselves on the Inspire acts as that shared background. Here, everyone becomes a comrade, a friend or family, because we are facing the same challenge—more or less depending on the issues one faces as a patient or caretaker, etc. The magic of the social media impact is so strong in these cases. Amazing is how our challenges, feelings and experiences are the same regardless of the geographical and political boundaries that separate us. That Inspire is a US-based community was not a problem for me. I have previously been in touch with Americans in professional and personal capacities, while I worked for the Washington Post as its researcher-stringer in Iran. Despite the rough verbal exchanges in the past three decades between the two governments, this also shows that humane ties know no boundaries. Inspire is a lively community. And I am very glad to be a member to it.Inspire: Do you have other examples of making healthcare connections online? Mithra: I used to write a blog after my Mama passed away and through that I got to know an American lady who had to deal with the terrible challenges of losing her little daughter, her sister and her mother. We started writing to each other after I registered on a Website for handling grief and hope. By way of writing this blog I was able to take steps on my journey from grief to joy. Interestingly, I have not been able to write much there since I started writing on the Inspire. One reason could be that here I am communicating with real people; while in the blog you are writing something for the virtual space. As the audience of the blog shape and leave comments, writing becomes more targeted and takes the form of a dialogue in some cases. Inspire: Does it surprise you to read members referring to you as a ""sister,"" and the way that they mourned the loss of your father earlier this year? Mithra: I was very touched--very much so. I am a woman of strong communication skills and broad social links in my own community and country. This is partly due to my personal characteristics (thanks to Mama and Baba) and partly due to the kind of jobs I have had: teaching, journalism, arts, working with the civil society, et al. I am able to make close ties to people and communicate with them well. People get friendly with me in short time, and refer to me as their ‘close’ friend and use sentences like ‘you are like my sister, therefore I tell you this’. There is a feeling of trust that my straightforward and sincere behavior builds up in them, I hear. But I cannot deny that I was surprised how they mourned with me—in a kind and sisterly way indeed—without even having seen him. I was so moved by their replies to my updates and even after the passing of my father, when I kind of disappeared for short time; they enquired where I was and how we were coping with the grief and pain. It was really touching and surprising, in terms of how human feelings can link people, cultures and souls across the miles. Inspire: Do you find it surprising sometimes that you have considerable support and love from a group of Western, mostly American, people who probably don't know many Iranian people? Mithra: I suspect in some cases you don't know the real names of some of these people who now call you friend. Like I said, I AM touched greatly but not surprised. Many of the gaps are created as a result of not sharing information and knowledge. For most of the past three decades, Iran has been an unknown topic for many people in the Western world. This is both because of the stereotypes that the statesmen of these countries impose upon the media in different ways, closure of Iran toward the global public contemplation and lack of direct tourism exchanges or cultural ties between the two countries. Many of my journalist friends who traveled to Iran for the first time were shocked to see us working with them freely; perhaps they were confined within the images distributed by the 1980s' movie ""Not without My Daughter."" What we do here is to bridge these gaps which have been created and deepened by the politicians and lack of information. Lack of information creates these gaps, but we are able to fill these gaps with real pictures with sharing information using the right means. ","April 20, 2011 ",  9:05 am,14 
JohnNovack,The Inspire Q&A: Inspire talks with “e-Patient Dave” deBronkart,"Dear Inspire Community Members,We at Inspire are pleased to bring you the latest in a series of Q&A interviews with people we feel are making contributions to helping patients worldwide. We are posting these interviews in a Q&A format in my Journal as a news feature for Inspire community members. I spoke recently to Dave deBronkart, a kidney cancer survivor and patient advocate who is known widely as “e-Patient Dave.” deBronkart was diagnosed in January 2007 with Stage IV, Grade 4 renal cell carcinoma at a very late stage--his median survival time at diagnosis, in fact, was just 24 weeks. An active participant in his treatment plan, deBronkart used the Internet every way possible to partner with his care team; today he is well.He described his cancer journey in a book, Laugh, Sing and Eat Like a Pig. Inspire: You recently gave an interview in which you said you wanted to change the dynamic of measuring patients’ “compliance” or “adherence” to therapy prescribed by doctors, and instead to consider therapy as a shared goal, with the operative term being “achievement.” Can you expand on that point?  deBronkart: As I’ve looked as healthcare for the last couple of years, and after my own illness, it occurred to me that there is an essential flaw at the foundation of how we all think about healthcare. We think about it as something that is done to the patient, or directions given to the patient, and the patient is the unknowing and obedient—or disobedient—recipient of instructions. In reality, I like the perspective of the patient being like the player on the court, and the physician is the coach. If I have a running coach or basketball coach or swimming coach and I don’t do what the coach says, I’m going to have no achievement.  Inspire: In cases like managing a chronic illness, or rehabbing from an injury?   deBronkart: Or exercising, weight control, taking your medications, whatever. Phrasing it in terms like compliance and adherence just is guilt-inducing and doesn’t get anywhere. I myself am far more inspired by the idea of achievement than I am by the idea of not being so disobedient. At the core of what we’re calling participatory medicine is the idea that it’s not like the conventional view that a patient in treatment is like a car in a car wash. It goes through and gets things done to it. I don’t have a nice offsetting metaphor for that, but when you’re participating, it’s a partnership. You just don’t sit there and wait to have things done to you.   Inspire: From a personal perspective, connecting with others on the ACOR online community helped you during your illness and recovery, true?  deBronkart: Absolutely.  Inspire: How specifically did that component of reaching out and finding others online help you?  deBronkart: A common benefit of online communities that did not happen to me is finding out about treatment options. In my case, I was already at the best place in the world for my disease, and they were already planning to give me the treatment that the ACOR members recommended. However, what my doctors couldn’t give me was information on how to deal with the treatment, which is very difficult. My particular treatment has side effects up the wazoo, and yet, like all side effects, they vary from person to person, so I wanted to know what to expect. There is no Web site, FDA-approved or anything, that will tell you that. But the people who have been down that road all know what they encountered, and they shared that with me. Inspire: And the impact of that sharing?   deBronkart: To some physicians, if a side effect doesn’t influence how your cells turn out, it’s irrelevant. Here is where patients shift from not just participating in their care but defining what care should be. Because I want a treatment that is not just going to fix my cells but not make my life miserable. And better yet, if the treatment is going to make my life miserable, I want practical advice on how to deal with it. Medicine as a profession has partial answers to this. When my leg was in the process of breaking, it was really painful to walk on, so they had crutches or a walker as a way of dealing with it. But when they run out of things like that, that’s where other patients can give you practical advice. And they did. Now, the interesting question here: What difference did this make? People have said to me, “Dave, your mental attitude was fabulous. That must be what saved your life.” I asked my oncologist, Dr. David McDermott, how much my attitude had to do with my recovery, and he said, “I have no doubt that the interleukin is what killed your tumors. But I don’t know if you could have tolerated enough to do the job if you hadn’t been so proactive about educating yourself about the treatment, so you were prepared to see it through to the other end.” Inspire: And you were aided with information and support  through the online resources you sought. deBronkart: Yes, and it goes without saying that there’s immense value to discovering that you’re not alone. Immense value.  Inspire: Did that surprise you?  deBronkart: Not really, because I’ve always been a social networking kind of guy. I sometimes say that I learned to be an empowered patient back on the desktop publishing forum on CompuServe in 1989.  There I was, struggling with early versions of Quark Xpress, like why doesn’t this feature work, and I’m doing what the instruction manual says, and then I get into this community where people who are struggling with the same issues can help you. The most natural thing in the world for me when I was diagnosed was in addition to going to the best doctors I could find, to get the best community peer group.  Inspire: You’re known as someone with exudes a lot of positive energy. What in your role as a patient advocate frustrates you?  deBronkart: I consider myself part of a movement. We are a movement for social change. It’s not identical to women’s suffrage, the Civil Rights movement, gay rights, feminism, but it’s parallel in some important ways: there is a class of people who could, if the social structure allowed it, have access to a far better life than they currently do, and there are social structures in place that are keeping that from changing. As the change starts to happen, through people awakening and realizing they can speak up and ask for things, some people will ask for things, and some people will start demanding things. I don’t know if we’ll ever get to the point of people burning buildings down as part of the e-patient movement, but we will increasingly have people say, “Damn it, you guys killed my baby, and that is not OK to be quiet about. Patient safety is important,” or, “Damn it, why didn’t you tell me about interleukin? Why did you put me on some other treatment that will keep me from getting sicker, but will give me no chance at ever getting better?” What I see now, I wouldn’t say it gets me down, but if you’re in the process of climbing a mountain, and you wake up one morning and the fog has cleared and you see that you have farther to climb than you realized, what I see very clearly now is that we don’t yet have an ecosystem—a network of interacting players—of opportunities for people to get engaged in this game of changing healthcare.  Inspire: How so?  deBronkart: If somebody wants to be a patient activist speaker at conferences, we don’t yet have a patient speakers bureau, where a conference organizer can go and say, “Get me a speaker who talks about diabetes, or what have you,” and so there’s no place for the would-be speaker to go to register. And we don’t yet have policies in Washington that allow grassroots citizens to get paid for their time participating. I did a speech proposal called, Why America Needs a Patient-in-Chief,” and one of my points was that patients are the only people in the whole health ecosystem who have to take a day off from work to participate in policy meetings in Washington, because federal regulations say you can’t pay citizens for their testimony in policy meetings. So what do you get? You get professional lobbyists. You get industry employees. Some people say there’s malice in those meetings, with people trying to tilt the system in their own direction—but even if there weren’t, you just obviously never get an outcome that represents the person who is not there. Inspire: Because they’re not represented. deBronkart: And it does no good to say, “We were thinking about you when we designed this. We hope you like it.” My own hospital, Beth Israel Deaconess, had complaints about their ICUs some years ago, and they had a big long project to make them more patient-centered, and the moment they showed the newly designed ICU to patients and families, they said it was totally wrong, so the hospital started over with a clean piece of paper and involved patients and families from the beginning. Inspire: Anything you’d like to add? deBronkart: A lot of people today are talking about patient-centered care. Well, I say, it can’t be patient-centered if patients aren’t smack in the middle of saying what it is–and saying how it’s going, before, during and after treatment.(Learn more about e-Patient Dave by reading his blog and following him on Twitter. Please email me at john@inspire.com if you have suggestions for future Inspire Q&As. Feel free to post comments to this interview, and thanks for reading.) ","Mar 14, 2011",8:34 am,35 
